title,prices,star_rating,Best_seller,author,co_author,formats,list_form,more_buying_choices,Num_of_offers,num_ratings
Over the Lip of the World: Among the Storytellers of Madagascar,"['$22.00$22.00', '$22.00$22.00']",3.4,False,Colleen J. McElroy,,"['Paperback', 'Kindle', 'Hardcover']","['Over the Lip of the World: Among the Storytellers of Madagascar', 'by', 'Colleen J. McElroy', '3.4 out of 5 stars', '2', 'Paperback', '$22.00$22.00', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$1.94', '(40 used & new offers)', 'Other formats:', 'Kindle', ',', 'Hardcover']",$1.94,40,2
Seattle Geographies (Samuel and Althea Stroum Book (Paperback)),"['$41.39$41.39', '$41.39$41.39', '$45.00$45.00', '$45.00$45.00']",4.1,False,,,['Paperback'],"['Seattle Geographies (Samuel and Althea Stroum Book (Paperback))', 'by Michael P. Brown and Richard Morrill', '4.1 out of 5 stars', '3', 'Paperback', '$41.39$41.39', '$45.00$45.00', 'Get it as soon as Thu, Mar 21', 'FREE Shipping by Amazon', 'Only 1 left in stock (more on the way).', 'More Buying Choices$5.14', '(39 used & new offers)']",$5.14,39,3
"Imagining Russian Jewry: Memory, History, Identity (Samuel and Althea Stroum Lectures in Jewish Studies)",[],3.5,False,Steven J. Zipperstein,,"['Paperback', 'Hardcover']","['Imagining Russian Jewry: Memory, History, Identity (Samuel and Althea Stroum Lectures in Jewish Studies)', 'by', 'Steven J. Zipperstein', '3.5 out of 5 stars', '2', 'Paperback', 'More Buying Choices$3.79', '(46 used & new offers)', 'Other format:', 'Hardcover']",$3.79,46,2
Judaism and Hellenism in Antiquity: Conflict or Confluence? (Samuel and Althea Stroum Lectures in Jewish Studies),"['$31.84$31.84', '$31.84$31.84']",4.1,False,Lee I. Levine,,"['Paperback', 'Kindle']","['Judaism and Hellenism in Antiquity: Conflict or Confluence? (Samuel and Althea Stroum Lectures in Jewish Studies)', 'by', 'Lee I. Levine', '4.1 out of 5 stars', '4', 'Paperback', '$31.84$31.84', 'Get it as soon as Thu, Mar 21', 'FREE Shipping by Amazon', 'More Buying Choices$15.36', '(45 used & new offers)', 'Other format:', 'Kindle']",$15.36,45,4
All Russia Is Burning!: A Cultural History of Fire and Arson in Late Imperial Russia (Samuel and Althea Stroum Book (Paperback)),"['$30.00$30.00', '$30.00$30.00']",,False,Cathy A. Frierson,,"['Paperback', 'Hardcover']","['All Russia Is Burning!: A Cultural History of Fire and Arson in Late Imperial Russia (Samuel and Althea Stroum Book (Paperback))', 'by', 'Cathy A. Frierson', 'Paperback', '$30.00$30.00', 'Get it as soon as Thu, Mar 21', 'FREE Shipping by Amazon', 'Only 1 left in stock (more on the way).', 'More Buying Choices$13.63', '(31 used & new offers)', 'Other format:', 'Hardcover']",$13.63,31,
Seeing Culture Everywhere: From Genocide to Consumer Habits (Samuel and Althea Stroum Book (Paperback)),"['$26.96$26.96', '$26.96$26.96', '$30.00$30.00', '$30.00$30.00']",,False,Joana Breidenbach,,"['Paperback', 'Hardcover']","['Seeing Culture Everywhere: From Genocide to Consumer Habits (Samuel and Althea Stroum Book (Paperback))', 'by', 'Joana Breidenbach', 'and Pal Nyiri', 'Paperback', '$26.96$26.96', '$30.00$30.00', 'FREE Shipping by Amazon', 'Temporarily out of stock.', 'More Buying Choices$9.19', '(34 used & new offers)', 'Other format:', 'Hardcover']",$9.19,34,
Jewish Displaced Persons In Camp Bergen-Belsen 1945-1950: The Unique Photo Album Of Zippy Orlin (Samuel and Althea Stroum Book),[],,False,,,['Paperback'],"['Jewish Displaced Persons In Camp Bergen-Belsen 1945-1950: The Unique Photo Album Of Zippy Orlin (Samuel and Althea Stroum Book)', 'by Erik Somers and Rene Kok', 'Paperback', 'More Buying Choices$5.31', '(26 used & new offers)']",$5.31,26,
Feminisms and Womanisms: A Women's Studies Reader,"['$73.06$73.06', '$73.06$73.06']",,False,,,['Paperback'],"[""Feminisms and Womanisms: A Women's Studies Reader"", 'by Susan Silva-Wayne and Althea Prince', 'Paperback', '$73.06$73.06', 'FREE Shipping', 'Only 2 left in stock - order soon.', 'More Buying Choices$6.00', '(32 used & new offers)']",$6.00,32,
Birds of an Iowa Dooryard (Bur Oak Book),"['$8.00$8.00', '$8.00$8.00', '$26.00$26.00', '$26.00$26.00', '$3.99 shipping']",3.9,False,Althea R. Sherman,,"['Paperback', 'Hardcover']","['Birds of an Iowa Dooryard (Bur Oak Book)', 'by', 'Althea R. Sherman', 'and Marcia Myers Bonta', '3.9 out of 5 stars', '3', 'Paperback', '$8.00$8.00', '$26.00$26.00', '$3.99 shipping', 'Only 1 left in stock - order soon.', 'More Buying Choices$0.10', '(55 used & new offers)', 'Other format:', 'Hardcover']",$0.10,55,3
Resuscitate! (Samuel and Althea Stroum Books),[],4.7,False,,,['Paperback'],"['Resuscitate! (Samuel and Althea Stroum Books)', 'by M.D.  Mickey S. Eisenberg', '4.7 out of 5 stars', '6', 'Paperback', 'More Buying Choices$3.95', '(18 used & new offers)']",$3.95,18,6
I Will Tell of My War Story: A Pictorial Account of the Nez Perce War (Samuel and Althea Stroum Book),"['$23.60$23.60', '$23.60$23.60', '$28.95$28.95', '$28.95$28.95']",5.0,False,Scott M. Thompson,,['Paperback'],"['I Will Tell of My War Story: A Pictorial Account of the Nez Perce War (Samuel and Althea Stroum Book)', 'by', 'Scott M. Thompson', '5.0 out of 5 stars', '3', 'Paperback', '$23.60$23.60', '$28.95$28.95', 'FREE Shipping', 'Only 1 left in stock - order soon.', 'More Buying Choices$3.59', '(75 used & new offers)']",$3.59,75,3
Costume and Identity in Highland Ecuador (Samuel and Althea Stroum Books),"['$11.04$11.04', '$11.04$11.04', '$60.00$60.00', '$60.00$60.00']",,False,,,['Paperback'],"['Costume and Identity in Highland Ecuador (Samuel and Althea Stroum Books)', 'by Ann Pollard Rowe', 'Paperback', '$11.04$11.04', '$60.00$60.00', 'FREE Shipping', 'Only 1 left in stock - order soon.', 'More Buying Choices$3.70', '(95 used & new offers)']",$3.70,95,
Common Place: Toward Neighborhood and Regional Design (Samuel and Althea Stroum Book (Paperback)),"['$27.82$27.82', '$27.82$27.82', '$35.00$35.00', '$35.00$35.00']",,False,,,['Paperback'],"['Common Place: Toward Neighborhood and Regional Design (Samuel and Althea Stroum Book (Paperback))', 'by Douglas Kelbaugh', 'Paperback', '$27.82$27.82', '$35.00$35.00', 'Get it as soon as Thu, Mar 21', 'FREE Shipping by Amazon', 'Only 1 left in stock (more on the way).', 'More Buying Choices$2.00', '(53 used & new offers)']",$2.00,53,
Vintage Photos 1996 Press Photo The People vs. Larry Flynt Movie Scenes - hcp12158,[],,False,,,[],"['Vintage Photos 1996 Press Photo The People vs. Larry Flynt Movie Scenes - hcp12158', 'More Buying Choices$14.99', '(1 used offer)']",$14.99,1,
Answering Chief Seattle (Samuel and Althea Stroum Books),"['$20.00$20.00', '$20.00$20.00']",,False,Albert Furtwangler,,"['Paperback', 'Kindle', 'Hardcover']","['Answering Chief Seattle (Samuel and Althea Stroum Books)', 'by', 'Albert Furtwangler', 'Paperback', '$20.00$20.00', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$3.87', '(61 used & new offers)', 'Other formats:', 'Kindle', ',', 'Hardcover']",$3.87,61,
Oxford Handbook of Renal Nursing (Oxford Handbooks in Nursing),"['$26.78$26.78', '$26.78$26.78', '$44.95$44.95', '$44.95$44.95']",4.0,False,,,['Paperback'],"['Oxford Handbook of Renal Nursing (Oxford Handbooks in Nursing)', 'by Althea Mahon, Karen Jenkins, et al.', '4.0 out of 5 stars', '2', 'Paperback', '$26.78$26.78', '$44.95$44.95', 'Get it as soon as Thu, Mar 21', 'FREE Shipping by Amazon', 'Only 1 left in stock (more on the way).', 'More Buying Choices$22.78', '(28 used & new offers)']",$22.78,28,2
But My Doctor Never Told Me That!: Secrets for Creating Lifelong Health,"['$15.46$15.46', '$15.46$15.46', '$18.95$18.95', '$18.95$18.95']",2.0,False,Judith Boice,,['Paperback'],"['But My Doctor Never Told Me That!: Secrets for Creating Lifelong Health', 'by', 'Judith Boice', '2.0 out of 5 stars', '1', 'Paperback', '$15.46$15.46', '$18.95$18.95', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'Only 1 left in stock (more on the way).', 'More Buying Choices$2.42', '(25 used & new offers)']",$2.42,25,1
The Black Notes: Fresh Writing by Black Women and Girls,"['$18.74$18.74', '$18.74$18.74', '$19.95$19.95', '$19.95$19.95']",,False,,,"['Paperback', 'Kindle']","['The Black Notes: Fresh Writing by Black Women and Girls', 'by Althea Prince', 'Paperback', '$18.74$18.74', '$19.95$19.95', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$10.77', '(24 used & new offers)', 'Other format:', 'Kindle']",$10.77,24,
Experiences in Researching Conflict and Violence: Fieldwork Interrupted,"['$99.93$99.93', '$99.93$99.93', '$120.00$120.00', '$120.00$120.00', '$3.90 shipping']",,False,,,"['Hardcover', 'Kindle', 'Paperback']","['Experiences in Researching Conflict and Violence: Fieldwork Interrupted', 'by Althea-Maria Rivas and Brendan Ciarán Browne', 'Hardcover', '$99.93$99.93', '$120.00$120.00', '$3.90 shipping', 'More Buying Choices$99.83', '(30 used & new offers)', 'Other formats:', 'Kindle', ',', 'Paperback']",$99.83,30,
By Althea Press - The Practical Herbal Medicine Handbook: Your Quick Reference Guid (2014-12-15) [Paperback],"['$46.00$46.00', '$46.00$46.00', '$3.98 shipping']",,False,,,['Paperback'],"['By Althea Press - The Practical Herbal Medicine Handbook: Your Quick Reference Guid (2014-12-15) [Paperback]', 'by Althea Press', 'Paperback', '$46.00$46.00', '$3.98 shipping', 'More Buying Choices$40.78', '(2 used & new offers)']",$40.78,2,
"Journal of Asian American Studies, February 2002",[],,False,,,['Paperback'],"['Journal of Asian American Studies, February 2002', 'by Amy Abugo Ongiri on Bruce Lee and African Americans, Traise Yamamoto on Althea Connor, Pei-te Lien on public resistance to electing Asian Americans in Southern California Orathai Northern', 'Paperback', 'More Buying Choices$10.00', '(1 used offer)']",$10.00,1,
By Douglas Kelbaugh - Repairing the American Metropolis: Common Place Revisited (Samuel and Althea Stroum Books) (12.2.2001),"['$83.10$83.10', '$83.10$83.10', '$3.98 shipping']",,False,,,['Paperback'],"['By Douglas Kelbaugh - Repairing the American Metropolis: Common Place Revisited (Samuel and Althea Stroum Books) (12.2.2001)', 'by Douglas Kelbaugh', 'Paperback', '$83.10$83.10', '$3.98 shipping', 'More Buying Choices$30.62', '(3 used & new offers)']",$30.62,3,
Portrait Of American Jews: The Last Half of the 20th Century (Samuel and Althea Stroum Lectures in Jewish Studies),"['$58.98$58.98', '$58.98$58.98', '$3.98 shipping']",,False,,,['Paperback'],"['Portrait Of American Jews: The Last Half of the 20th Century (Samuel and Althea Stroum Lectures in Jewish Studies)', 'by Samuel C. Heilman', 'Paperback', '$58.98$58.98', '$3.98 shipping', 'More Buying Choices$15.00', '(4 used & new offers)']",$15.00,4,
All Russia is Burning!: A Cultural History of Fire and Arson in Late Imperial Russia (Samuel and Althea Stroum Book (Paperback)) (Paperback) - Common,"['$34.27$34.27', '$34.27$34.27', '$3.98 shipping']",,False,,,['Paperback'],"['All Russia is Burning!: A Cultural History of Fire and Arson in Late Imperial Russia (Samuel and Althea Stroum Book (Paperback)) (Paperback) - Common', 'by By (author) Cathy Frierson', 'Paperback', '$34.27$34.27', '$3.98 shipping', 'More Buying Choices$30.73', '(4 used & new offers)']",$30.73,4,
"Caribbean Women at the Crossroads: The Paradox of Motherhood Among Women of Barbados, St Lucia and Dominica","['$20.00$20.00', '$20.00$20.00', '$26.00$26.00', '$26.00$26.00']",,False,,,['Paperback'],"['Caribbean Women at the Crossroads: The Paradox of Motherhood Among Women of Barbados, St Lucia and Dominica', 'by Patricia Mohammed and Althea Perkins', 'Paperback', '$20.00$20.00', '$26.00$26.00', 'FREE Shipping on orders over $25 shipped by Amazon', 'Temporarily out of stock.', 'More Buying Choices$5.45', '(30 used & new offers)', 'Other format:', 'Mass Market Paperback']",$5.45,30,
Public Sector Economics for Developing Countries,"['$57.00$57.00', '$57.00$57.00']",,False,,,['Paperback'],"['Public Sector Economics for Developing Countries', 'by Professor Michael Howard Sir, Althea La Foucade, et al.', 'Paperback', '$57.00$57.00', 'FREE Shipping by Amazon', 'Temporarily out of stock.']",,,
Being Black,"['$11.81$11.81', '$11.81$11.81', '$16.95$16.95', '$16.95$16.95']",,False,Althea Prince,,['Paperback'],"['Being Black', 'by', 'Althea Prince', 'Paperback', '$11.81$11.81', '$16.95$16.95', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$6.96', '(42 used & new offers)']",$6.96,42,
Wondrous Women Who Changed the World (Role Models),"['$19.99$19.99', '$19.99$19.99']",,False,,,['Hardcover'],"['Wondrous Women Who Changed the World (Role Models)', 'by Editors of Thunder Bay Press', 'Hardcover', '$19.99$19.99', 'FREE Shipping on orders over $25 shipped by Amazon', 'Pre-order. Available.']",,,
The Hidden Veracity Behind the Evil of Slavery,"['$15.99$15.99', '$15.99$15.99']",,False,,,['Paperback'],"['The Hidden Veracity Behind the Evil of Slavery', 'by Worrell R. Hylton and Althea Hylton-Lindsay', 'Paperback', '$15.99$15.99', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$11.91', '(16 used & new offers)']",$11.91,16,
Damsels in Distress: Volume 2,"['$24.68$24.68', '$24.68$24.68', '$25.99$25.99', '$25.99$25.99']",,False,,,['Paperback'],"['Damsels in Distress: Volume 2', 'by S S Skye,', 'Caitlin Ricci', ', et al.', 'Paperback', '$24.68$24.68', '$25.99$25.99', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$18.91', '(9 used & new offers)']",$18.91,9,
Prayers for people who do dangerous jobs,"['$10.99$10.99', '$10.99$10.99']",,False,Althea Greenidge,,"['Paperback', 'Kindle', 'Hardcover']","['Prayers for people who do dangerous jobs', 'by', 'Althea Greenidge', 'Paperback', '$10.99$10.99', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$8.51', '(15 used & new offers)', 'Other formats:', 'Kindle', ',', 'Hardcover']",$8.51,15,
"Cooking Up Comfort: 100 Simple, Soothing Recipes","['$10.68$10.68', '$10.68$10.68', '$19.95$19.95', '$19.95$19.95']",5.0,False,Althea McQuestion,,['Hardcover'],"['Cooking Up Comfort: 100 Simple, Soothing Recipes', 'by', 'Althea McQuestion', '5.0 out of 5 stars', '1', 'Hardcover', '$10.68$10.68', '$19.95$19.95', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'Only 1 left in stock (more on the way).', 'More Buying Choices$0.78', '(84 used & new offers)']",$0.78,84,1
Althea and the Mantle to Emporia,"['$14.99$14.99', '$14.99$14.99']",,False,,,['Paperback'],"['Althea and the Mantle to Emporia', 'by Lauren M. Caldwell, Christopher M. Caldwell, et al.', 'Paperback', '$14.99$14.99', 'FREE Shipping on orders over $25 shipped by Amazon', 'Usually ships within 1 to 3 months.', 'More Buying Choices$10.54', '(4 used & new offers)']",$10.54,4,
Vintage photo of Althea Rocke.,"['$34.90$34.90', '$34.90$34.90', '$9.99 shipping']",,False,,,[],"['Vintage photo of Althea Rocke.', '$34.90$34.90', '$9.99 shipping', 'Only 1 left in stock - order soon.']",,,
Beyond the Journey: Women’s Stories of Settlement and Community Building in Canada,"['$13.88$13.88', '$13.88$13.88', '$19.95$19.95', '$19.95$19.95', '$3.99 shipping']",,False,,,"['Paperback', 'Kindle']","['Beyond the Journey: Women’s Stories of Settlement and Community Building in Canada', 'by Althea Prince', 'Paperback', '$13.88$13.88', '$19.95$19.95', '$3.99 shipping', 'Only 10 left in stock - order soon.', 'More Buying Choices$9.00', '(27 used & new offers)', 'Other format:', 'Kindle']",$9.00,27,
In the Black: New African Canadian Literature,"['$13.77$13.77', '$13.77$13.77', '$19.95$19.95', '$19.95$19.95']",,False,,,"['Paperback', 'Kindle']","['In the Black: New African Canadian Literature', 'by Althea Prince', 'Paperback', '$13.77$13.77', '$19.95$19.95', 'FREE Shipping', 'More Buying Choices$5.98', '(29 used & new offers)', 'Other format:', 'Kindle']",$5.98,29,
Taking Off the Mask,"['$9.99$9.99', '$9.99$9.99']",,False,Althea Davis,,"['Paperback', 'Kindle']","['Taking Off the Mask', 'by', 'Althea Davis', 'Paperback', '$9.99$9.99', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$7.84', '(14 used & new offers)', 'Other format:', 'Kindle']",$7.84,14,
Althea - Dialogues In Aspirations And Duties,"['$24.38$24.38', '$24.38$24.38', '$30.99$30.99', '$30.99$30.99', '$3.99 shipping']",,False,Vernon Lee,,['Paperback'],"['Althea - Dialogues In Aspirations And Duties', 'by', 'Vernon Lee', 'Paperback', '$24.38$24.38', '$30.99$30.99', '$3.99 shipping', 'Only 10 left in stock - order soon.']",,,
The Garden Club: An Althea Grey Mystery,"['$8.14$8.14', '$8.14$8.14', '$14.95$14.95', '$14.95$14.95']",4.1,False,,,['Paperback'],"['The Garden Club: An Althea Grey Mystery', 'by Rosa LaRosa', '4.1 out of 5 stars', '6', 'Paperback', '$8.14$8.14', '$14.95$14.95', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'Only 1 left in stock (more on the way).', 'More Buying Choices$1.67', '(8 used & new offers)']",$1.67,8,6
Althea,"['$16.95$16.95', '$16.95$16.95']",,False,,,"['Paperback', 'Hardcover']","['Althea', 'by Violet 1856-1935 Paget', 'Paperback', '$16.95$16.95', 'FREE Shipping on orders over $25 shipped by Amazon', 'Other format:', 'Hardcover']",,,
Taking Off the Mask,"['$9.99$9.99', '$9.99$9.99']",,False,Althea Davis,,"['Paperback', 'Kindle']","['Taking Off the Mask', 'by', 'Althea Davis', 'Paperback', '$9.99$9.99', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$7.84', '(14 used & new offers)', 'Other format:', 'Kindle']",$7.84,14,
Althea - Dialogues In Aspirations And Duties,"['$24.38$24.38', '$24.38$24.38', '$30.99$30.99', '$30.99$30.99', '$3.99 shipping']",,False,Vernon Lee,,['Paperback'],"['Althea - Dialogues In Aspirations And Duties', 'by', 'Vernon Lee', 'Paperback', '$24.38$24.38', '$30.99$30.99', '$3.99 shipping', 'Only 10 left in stock - order soon.']",,,
The Garden Club: An Althea Grey Mystery,"['$8.14$8.14', '$8.14$8.14', '$14.95$14.95', '$14.95$14.95']",4.1,False,,,['Paperback'],"['The Garden Club: An Althea Grey Mystery', 'by Rosa LaRosa', '4.1 out of 5 stars', '6', 'Paperback', '$8.14$8.14', '$14.95$14.95', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'Only 1 left in stock (more on the way).', 'More Buying Choices$1.67', '(8 used & new offers)']",$1.67,8,6
Althea,"['$16.95$16.95', '$16.95$16.95']",,False,,,"['Paperback', 'Hardcover']","['Althea', 'by Violet 1856-1935 Paget', 'Paperback', '$16.95$16.95', 'FREE Shipping on orders over $25 shipped by Amazon', 'Other format:', 'Hardcover']",,,
In Memoriam: A Sketch of the Life of the Rev. Francis Bickford Hornbrooke,"['$10.95$10.95', '$10.95$10.95']",,False,,,"['Paperback', 'Kindle', 'Hardcover']","['In Memoriam: A Sketch of the Life of the Rev. Francis Bickford Hornbrooke', 'by Orinda Althea Dud Hornbrooke', 'Paperback', '$10.95$10.95', 'FREE Shipping on orders over $25 shipped by Amazon', 'Other formats:', 'Kindle', ',', 'Hardcover']",,,
